Rank,Name,Age,Link,Favorites,Animeography,PFP
1285,"Cavendish, Diana",undefined,https://myanimelist.net/character/81709/Diana_Cavendish,1251,"Little Witch Academia, Little Witch Academia: Mahoujikake no Parade, Little Witch Academia (TV)",https://cdn.myanimelist.net/images/characters/15/337178.jpg
1286,Thors,undefined,https://myanimelist.net/character/13021/Thors,1249,"Vinland Saga, Vinland Saga Season 2",https://cdn.myanimelist.net/images/characters/7/437128.jpg
1287,Link,undefined,https://myanimelist.net/character/4201/Link,1248,Hikari no Megami,https://cdn.myanimelist.net/images/characters/9/345935.jpg
1288,"Shinazugawa, Sanemi",undefined,https://myanimelist.net/character/151149/Sanemi_Shinazugawa,1246,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen",https://cdn.myanimelist.net/images/characters/7/389240.jpg
1289,"Seki, Masumi",undefined,https://myanimelist.net/character/58561/Masumi_Seki,1243,,https://cdn.myanimelist.net/images/characters/13/333849.jpg
1290,"Hinata, Hideki",undefined,https://myanimelist.net/character/24503/Hideki_Hinata,1242,"Angel Beats! Specials, Angel Beats!, Kaginado",https://cdn.myanimelist.net/images/characters/7/87904.jpg
1291,Hanyuu,undefined,https://myanimelist.net/character/3128/Hanyuu,1242,"Higurashi no Naku Koro ni Kai, Higurashi no Naku Koro ni Rei, Higurashi no Naku Koro ni Kira",https://cdn.myanimelist.net/images/characters/15/451009.jpg
1292,Faputa,undefined,https://myanimelist.net/character/153814/Faputa,1241,Made in Abyss: Retsujitsu no Ougonkyou,https://cdn.myanimelist.net/images/characters/5/471438.jpg
1293,"Katsura, Kotonoha",undefined,https://myanimelist.net/character/3359/Kotonoha_Katsura,1241,"School Days ONA, School Days, School Days: Magical Heart Kokoro-chan",https://cdn.myanimelist.net/images/characters/3/84199.jpg
1294,"Minami, Maho",undefined,https://myanimelist.net/character/2755/Maho_Minami,1240,Beck,https://cdn.myanimelist.net/images/characters/4/90622.jpg
1295,King,29,https://myanimelist.net/character/94239/King,1239,"One Punch Man, One Punch Man Specials, One Punch Man 2nd Season",https://cdn.myanimelist.net/images/characters/5/295005.jpg
1296,Judar,18,https://myanimelist.net/character/42502/Judar,1236,"Magi: The Labyrinth of Magic, Magi: The Kingdom of Magic",https://cdn.myanimelist.net/images/characters/5/175489.jpg
1297,"Fushimi, Saruhiko",19,https://myanimelist.net/character/64621/Saruhiko_Fushimi,1235,"K: Missing Kings - Manner Movie, K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni, K",https://cdn.myanimelist.net/images/characters/13/289300.jpg
1298,Miyagi,undefined,https://myanimelist.net/character/158935/Miyagi,1234,,https://cdn.myanimelist.net/images/characters/10/444890.jpg
1299,"Iwanaga, Kotoko",undefined,https://myanimelist.net/character/128943/Kotoko_Iwanaga,1234,"Kyokou Suiri, Kyokou Suiri Mini Anime, Kyokou Uranai",https://cdn.myanimelist.net/images/characters/8/419755.jpg
1300,"Momose, Narumi",26,https://myanimelist.net/character/134464/Narumi_Momose,1233,"Wotaku ni Koi wa Muzukashii, Wotaku ni Koi wa Muzukashii OVA",https://cdn.myanimelist.net/images/characters/12/348855.jpg
1301,Sakura,14,https://myanimelist.net/character/127/Sakura,1233,"Tsubasa Chronicle, Tsubasa Chronicle: Tori Kago no Kuni no Himegimi, Tsubasa Chronicle 2nd Season",https://cdn.myanimelist.net/images/characters/14/47457.jpg
1302,"Kaji, Ryouji",30,https://myanimelist.net/character/1260/Ryouji_Kaji,1226,"Shinseiki Evangelion, Shinseiki Evangelion Movie: Shi to Shinsei, Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",https://cdn.myanimelist.net/images/characters/15/60206.jpg
1303,Kishibe,undefined,https://myanimelist.net/character/174748/Kishibe_,1225,Chainsaw Man,https://cdn.myanimelist.net/images/characters/3/488553.jpg
1304,Crocodile,44,https://myanimelist.net/character/2749/Crocodile,1225,"One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi, One Piece: Episode of Alabasta - Prologue, One Piece",https://cdn.myanimelist.net/images/characters/6/100535.jpg
1305,"Kazami, Kazuki",undefined,https://myanimelist.net/character/89705/Kazuki_Kazami,1224,"Grisaia no Kajitsu Specials, Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!, Grisaia no Rakuen Specials",https://cdn.myanimelist.net/images/characters/6/318429.jpg
1306,"Jahad, Endorsi",undefined,https://myanimelist.net/character/175865/Endorsi_Jahad,1223,Kami no Tou,https://cdn.myanimelist.net/images/characters/6/407591.jpg
1307,Kiba,undefined,https://myanimelist.net/character/241/Kiba,1223,"Wolf's Rain, Wolf's Rain OVA",https://cdn.myanimelist.net/images/characters/7/74309.jpg
1308,"Iwakura, Mitsumi",15,https://myanimelist.net/character/182108/Mitsumi_Iwakura,1221,Skip to Loafer,https://cdn.myanimelist.net/images/characters/16/509649.jpg
1309,Perona,undefined,https://myanimelist.net/character/7467/Perona,1220,"One Piece, One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou, One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai",https://cdn.myanimelist.net/images/characters/15/136777.jpg
1310,Demiurge,undefined,https://myanimelist.net/character/116323/Demiurge,1219,"Overlord, Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki, Overlord Movie 1: Fushisha no Ou",https://cdn.myanimelist.net/images/characters/2/512760.jpg
1311,Ozu,undefined,https://myanimelist.net/character/32556/Ozu,1219,"Yojouhan Shinwa Taikei, Yojouhan Shinwa Taikei Specials, Yojouhan Time Machine Blues",https://cdn.myanimelist.net/images/characters/16/312203.jpg
1312,Hana,undefined,https://myanimelist.net/character/60279/Hana,1216,Ookami Kodomo no Ame to Yuki,https://cdn.myanimelist.net/images/characters/8/523753.jpg
1313,"Kurotsuchi, Mayuri",100,https://myanimelist.net/character/1168/Mayuri_Kurotsuchi,1213,"Bleach, Bleach Movie 1: Memories of Nobody, Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru",https://cdn.myanimelist.net/images/characters/11/73295.jpg
1314,"Takasaki, Misaki",undefined,https://myanimelist.net/character/123061/Misaki_Takasaki,1212,"Koi to Uso, Koi to Uso: Isshou no Koi/Koi no Kimochi",https://cdn.myanimelist.net/images/characters/8/331702.jpg
1315,"Uchiha, Sarada",undefined,https://myanimelist.net/character/117791/Sarada_Uchiha,1212,"Boruto: Naruto the Movie, Boruto: Naruto Next Generations, Boruto: Jump Festa 2016 Special",https://cdn.myanimelist.net/images/characters/5/292448.jpg
1316,Bulat,undefined,https://myanimelist.net/character/65235/Bulat,1212,"Akame ga Kill!, AkaKill! Gekijou, Akame ga Kill! Recap",https://cdn.myanimelist.net/images/characters/6/172001.jpg
1317,Gareki,15,https://myanimelist.net/character/16700/Gareki,1212,"Karneval, Karneval (TV), Karneval Specials",https://cdn.myanimelist.net/images/characters/4/194847.jpg
1318,"Amakusa, Shino",undefined,https://myanimelist.net/character/32797/Shino_Amakusa,1211,"Seitokai Yakuindomo, Seitokai Yakuindomo OVA, Seitokai Yakuindomo*",https://cdn.myanimelist.net/images/characters/5/98591.jpg
1319,"Iguro, Obanai",undefined,https://myanimelist.net/character/151148/Obanai_Iguro,1210,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Kimetsu no Yaiba: Yuukaku-hen",https://cdn.myanimelist.net/images/characters/15/466014.jpg
1320,"Saitou, Hajime",undefined,https://myanimelist.net/character/1409/Hajime_Saitou,1210,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen, Rurouni Kenshin: Meiji Kenkaku Romantan, Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka",https://cdn.myanimelist.net/images/characters/15/278739.jpg
1321,"Testarossa, Teletha",undefined,https://myanimelist.net/character/273/Teletha_Testarossa,1209,"Full Metal Panic!, Full Metal Panic! The Second Raid, Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi",https://cdn.myanimelist.net/images/characters/2/85956.jpg
1322,Komugi,undefined,https://myanimelist.net/character/14313/Komugi,1207,Hunter x Hunter (2011),https://cdn.myanimelist.net/images/characters/14/243865.jpg
1323,Bulma,undefined,https://myanimelist.net/character/678/Bulma,1207,"Dragon Ball, Dragon Ball Movie 1: Shen Long no Densetsu, Dragon Ball Movie 2: Majinjou no Nemurihime",https://cdn.myanimelist.net/images/characters/14/280893.jpg
1324,"Sakamaki, Ayato",17,https://myanimelist.net/character/79541/Ayato_Sakamaki,1205,"Diabolik Lovers, Diabolik Lovers Recap, Diabolik Lovers OVA",https://cdn.myanimelist.net/images/characters/13/265249.jpg
1325,"Takano, Masamune",undefined,https://myanimelist.net/character/30050/Masamune_Takano,1204,"Sekaiichi Hatsukoi OVA, Sekaiichi Hatsukoi, Sekaiichi Hatsukoi 2",https://cdn.myanimelist.net/images/characters/12/111759.jpg
1326,"Morinozuka, Takashi",18,https://myanimelist.net/character/21/Takashi_Morinozuka,1204,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/characters/11/128685.jpg
1327,"Yoshida, Yuuko",undefined,https://myanimelist.net/character/170466/Yuuko_Yoshida,1203,"Machikado Mazoku, Machikado Mazoku Mini, Machikado Mazoku: 2-choume",https://cdn.myanimelist.net/images/characters/8/388684.jpg
1328,"Kirishima, Ayato",14,https://myanimelist.net/character/105231/Ayato_Kirishima,1202,"Tokyo Ghoul, Tokyo Ghoul √A, Tokyo Ghoul:re",https://cdn.myanimelist.net/images/characters/12/258501.jpg
1329,"Fair, Zack",16,https://myanimelist.net/character/4319/Zack_Fair,1200,"Final Fantasy VII: Last Order, Final Fantasy VII: Advent Children, Final Fantasy VII: Advent Children Complete",https://cdn.myanimelist.net/images/characters/12/75372.jpg
1330,"Izumi, Kyouka",14,https://myanimelist.net/character/132573/Kyouka_Izumi,1198,"Bungou Stray Dogs, Bungou Stray Dogs 2nd Season, Bungou Stray Dogs: Dead Apple",https://cdn.myanimelist.net/images/characters/10/306939.jpg
1331,"Isana, Yashiro",17,https://myanimelist.net/character/64591/Yashiro_Isana,1198,"K, K: Return of Kings, K: Seven Stories Movie 6 - Circle Vision - Nameless Song",https://cdn.myanimelist.net/images/characters/14/170215.jpg
1332,"Wraithraiser, Rak",undefined,https://myanimelist.net/character/175704/Rak_Wraithraiser,1196,Kami no Tou,https://cdn.myanimelist.net/images/characters/15/414602.jpg
1333,"Otonashi, Maria",undefined,https://myanimelist.net/character/87721/Maria_Otonashi,1195,,https://cdn.myanimelist.net/images/characters/4/218559.jpg
1334,"Gardner, Rachel",13,https://myanimelist.net/character/138442/Rachel_Gardner,1194,Satsuriku no Tenshi,https://cdn.myanimelist.net/images/characters/15/359868.jpg
1335,"Yamada, Akito",17,https://myanimelist.net/character/181419/Akito_Yamada,1192,Yamada-kun to Lv999 no Koi wo Suru,https://cdn.myanimelist.net/images/characters/6/489089.jpg
1336,"Suzukaze, Aoba",undefined,https://myanimelist.net/character/129052/Aoba_Suzukaze,1192,"New Game!, New Game! Watashi, Shain Ryokou tte Hajimete nanode..., New Game!!",https://cdn.myanimelist.net/images/characters/11/310507.jpg
1337,"Amano, Hina",17,https://myanimelist.net/character/167172/Hina_Amano,1191,Tenki no Ko,https://cdn.myanimelist.net/images/characters/9/408525.jpg
1338,Prussia,20,https://myanimelist.net/character/18497/Prussia,1191,"Hetalia Axis Powers Fan Disc, Hetalia Axis Powers, Hetalia Axis Powers Movie: Paint it, White",https://cdn.myanimelist.net/images/characters/13/89718.jpg
1339,"Matsuno, Karamatsu",undefined,https://myanimelist.net/character/130932/Karamatsu_Matsuno,1190,"Osomatsu-kun (1988), Osomatsu-kun, Osomatsu-san",https://cdn.myanimelist.net/images/characters/15/304186.jpg
1340,"Kitano, Ken",undefined,https://myanimelist.net/character/13824/Ken_Kitano,1190,,https://cdn.myanimelist.net/images/characters/10/284479.jpg
1341,"Himemiya, Anthy",undefined,https://myanimelist.net/character/748/Anthy_Himemiya,1187,"Shoujo Kakumei Utena, Shoujo Kakumei Utena: Adolescence Mokushiroku",https://cdn.myanimelist.net/images/characters/10/317045.jpg
1342,"Forster, Floch",undefined,https://myanimelist.net/character/149624/Floch_Forster,1186,"Shingeki no Kyojin Season 3, Shingeki no Kyojin Season 3 Part 2, Shingeki no Kyojin Season 3 Specials",https://cdn.myanimelist.net/images/characters/2/432447.jpg
1343,"Komuro, Takashi",17,https://myanimelist.net/character/6045/Takashi_Komuro,1186,"Highschool of the Dead, Highschool of the Dead: Drifters of the Dead",https://cdn.myanimelist.net/images/characters/7/85770.jpg
1344,"Ideale, Zora",undefined,https://myanimelist.net/character/156018/Zora_Ideale,1185,"Black Clover, Black Clover: Mahou Tei no Ken",https://cdn.myanimelist.net/images/characters/6/476198.jpg
1345,Hoozuki,undefined,https://myanimelist.net/character/79669/Hoozuki,1183,"Hoozuki no Reitetsu, Hoozuki no Reitetsu OVA, Hoozuki no Reitetsu 2nd Season",https://cdn.myanimelist.net/images/characters/14/224047.jpg
1346,"Souma, Ayame",27,https://myanimelist.net/character/370/Ayame_Souma,1182,"Fruits Basket, Fruits Basket 1st Season, Fruits Basket 2nd Season",https://cdn.myanimelist.net/images/characters/13/410546.jpg
1347,"Kozuki, Oden",39,https://myanimelist.net/character/166944/Oden_Kozuki,1180,One Piece,https://cdn.myanimelist.net/images/characters/4/433930.jpg
1348,"Tsukamoto, Yakumo",undefined,https://myanimelist.net/character/202/Yakumo_Tsukamoto,1180,"School Rumble, School Rumble: Ichi Gakki Hoshuu, School Rumble Ni Gakki",https://cdn.myanimelist.net/images/characters/16/69481.jpg
1349,Asirpa,undefined,https://myanimelist.net/character/138552/Asirpa,1178,"Golden Kamuy, Golden Kamuy 2nd Season, Golden Kamuy 2nd Season OVA",https://cdn.myanimelist.net/images/characters/7/354184.jpg
1350,Killy,undefined,https://myanimelist.net/character/3762/Killy,1178,"Blame!, Blame! Special, Blame! Prologue",https://cdn.myanimelist.net/images/characters/16/79586.jpg
1351,"Beelzebub IV, Kaiser de Emperana",undefined,https://myanimelist.net/character/21154/Kaiser_de_Emperana_Beelzebub_IV,1177,"Beelzebub: Hirotta Akachan wa Daimaou!?, Beelzebub, Beelzebub Specials",https://cdn.myanimelist.net/images/characters/8/138775.jpg
1352,Nona,82,https://myanimelist.net/character/118993/Nona,1175,Death Parade,https://cdn.myanimelist.net/images/characters/14/275327.jpg
1353,"Azumane, Asahi",17,https://myanimelist.net/character/67333/Asahi_Azumane,1171,"Haikyuu!!, Haikyuu!! Lev Genzan!, Haikyuu!! Second Season",https://cdn.myanimelist.net/images/characters/9/250885.jpg
1354,"Shiga, Haruki",undefined,https://myanimelist.net/character/158197/Haruki_Shiga,1170,Kimi no Suizou wo Tabetai,https://cdn.myanimelist.net/images/characters/6/391312.jpg
1355,Ebisu,undefined,https://myanimelist.net/character/16063/Ebisu,1170,"Dorohedoro, Dorohedoro: Ma no Omake",https://cdn.myanimelist.net/images/characters/15/278465.jpg
1356,"Sagara, Sanosuke",19,https://myanimelist.net/character/149/Sanosuke_Sagara,1170,"Rurouni Kenshin: Meiji Kenkaku Romantan, Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka, Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen",https://cdn.myanimelist.net/images/characters/3/256293.jpg
1357,"el Bridget, Satellizer",17,https://myanimelist.net/character/19241/Satellizer_el_Bridget,1169,"Freezing, Freezing Specials, Freezing Vibration",https://cdn.myanimelist.net/images/characters/11/277765.jpg
1358,Diavolo,undefined,https://myanimelist.net/character/27155/Diavolo,1166,"JoJo no Kimyou na Bouken Part 5: Ougon no Kaze, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps",https://cdn.myanimelist.net/images/characters/2/240709.jpg
1359,Jae-ha,25,https://myanimelist.net/character/67751/Jae-ha,1163,"Akatsuki no Yona, Akatsuki no Yona OVA",https://cdn.myanimelist.net/images/characters/4/277520.jpg
1360,"Uesugi, Fuutarou",17,https://myanimelist.net/character/159332/Fuutarou_Uesugi,1161,"5-toubun no Hanayome, 5-toubun no Hanayome ∬, 5-toubun no Hanayome Movie",https://cdn.myanimelist.net/images/characters/3/554695.jpg
1361,Kikyou,undefined,https://myanimelist.net/character/1359/Kikyou,1161,"InuYasha, InuYasha Movie 4: Guren no Houraijima, InuYasha Movie 2: Kagami no Naka no Mugenjou",https://cdn.myanimelist.net/images/characters/11/123385.jpg
1362,"Ray, Amuro",15,https://myanimelist.net/character/1335/Amuro_Ray,1161,"Kidou Senshi Gundam, Kidou Senshi Gundam: Gyakushuu no Char, Kidou Senshi Gundam I",https://cdn.myanimelist.net/images/characters/11/324745.jpg
1363,"Sakurada, Miwako",undefined,https://myanimelist.net/character/433/Miwako_Sakurada,1161,Paradise Kiss,https://cdn.myanimelist.net/images/characters/8/125623.jpg
1364,Dororo,undefined,https://myanimelist.net/character/18130/Dororo,1157,"Dororo to Hyakkimaru, Dororo Pilot, Dororo",https://cdn.myanimelist.net/images/characters/9/364889.jpg
1365,Sora,undefined,https://myanimelist.net/character/3699/Sora,1157,,https://cdn.myanimelist.net/images/characters/4/343720.jpg
1366,Lambo,5,https://myanimelist.net/character/1859/Lambo,1157,"Katekyou Hitman Reborn!, Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!, Katekyou Hitman Reborn! x ēlDLIVE Special",https://cdn.myanimelist.net/images/characters/6/103074.jpg
1367,"Arima, Ahiru",undefined,https://myanimelist.net/character/1049/Ahiru_Arima,1155,"Princess Tutu, Princess Tutu Recaps",https://cdn.myanimelist.net/images/characters/11/120948.jpg
1368,Foo Fighters,undefined,https://myanimelist.net/character/32507/Foo_Fighters,1154,"JoJo no Kimyou na Bouken Part 6: Stone Ocean, JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2",https://cdn.myanimelist.net/images/characters/13/494589.jpg
1369,"Ichijou, Raku",undefined,https://myanimelist.net/character/48393/Raku_Ichijou,1153,"Nisekoi, Nisekoi OVA, Nisekoi:",https://cdn.myanimelist.net/images/characters/12/242215.jpg
1370,Jack the Ripper,undefined,https://myanimelist.net/character/177545/Jack_the_Ripper,1150,"Shuumatsu no Walküre II, Shuumatsu no Walküre II Part 2",https://cdn.myanimelist.net/images/characters/6/430178.jpg
1371,"Arachnera, Rachnera",undefined,https://myanimelist.net/character/86199/Rachnera_Arachnera,1150,"Monster Musume no Iru Nichijou, Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga, Monster Musume no Iru Nichijou OVA",https://cdn.myanimelist.net/images/characters/12/278394.jpg
1372,"Kunikida, Doppo",22,https://myanimelist.net/character/132503/Doppo_Kunikida,1146,"Bungou Stray Dogs: Hitori Ayumu, Bungou Stray Dogs, Bungou Stray Dogs 2nd Season",https://cdn.myanimelist.net/images/characters/3/307237.jpg
1373,"Liebert, Anna",undefined,https://myanimelist.net/character/720/Anna_Liebert,1146,"Monster, Monster Extra: Hottan",https://cdn.myanimelist.net/images/characters/11/286916.jpg
1374,"Makinohara, Shouko",undefined,https://myanimelist.net/character/149616/Shouko_Makinohara,1145,"Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai, Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai, Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai",https://cdn.myanimelist.net/images/characters/12/361766.jpg
